w_soc,step,delta_v
1.0,141,0.7500163066938905
1.0,142,0.7504171062093642
1.0,143,0.7500823907727945
1.0,144,0.7501324924221686
1.0,145,0.749919131196629
1.0,146,0.7495229818973155
1.0,147,0.7494767530148292
1.0,148,0.749436852918703
1.0,149,0.7494302425501561
1.0,150,0.7492867014705905
1.0,151,0.749510447406879
1.0,152,0.7499042763465351
1.0,153,0.7499889851507151
1.0,154,0.7501732941943738
1.0,155,0.7500995143088999
1.0,156,0.7499971171013993
1.0,157,0.7499838485905946
1.0,158,0.749791046370916
1.0,159,0.7496411338845921
1.0,160,0.749689648126321
1.0,161,0.7499251187204875
1.0,162,0.7498161616015881
1.0,163,0.7498274224047574
1.0,164,0.7500212711621121
1.0,165,0.749874661598321
1.0,166,0.7498060824232813
1.0,167,0.749968121712745
1.0,168,0.750058501088508
1.0,169,0.7498534969947637
1.0,170,0.7498072583863717
1.0,171,0.7499180357476081
1.0,172,0.7501733395015385
1.0,173,0.7501882246338022
1.0,174,0.7498025240106452
1.0,175,0.7499773535889611
1.0,176,0.7500974363789126
1.0,177,0.7500047406727024
1.0,178,0.7499283079200478
1.0,179,0.750126509154897
1.0,180,0.7499448166145383
1.0,181,0.7498556194977057
1.0,182,0.7496103104681419
1.0,183,0.7497210875308017
1.0,184,0.749960368247422
1.0,185,0.7501601863768269
1.0,186,0.7499594295385352
1.0,187,0.7499357053525713
1.0,188,0.7498087501821405
1.0,189,0.7500095295761722
1.0,190,0.7499822353127356
1.0,191,0.7497914134215928
1.0,192,0.7498930476636921
1.0,193,0.7499970398902465
1.0,194,0.7500738967004452
1.0,195,0.7499061471804157
1.0,196,0.7499033412488972
1.0,197,0.7497154684580095
1.0,198,0.7496879616060841
1.0,199,0.7496141125208028
