theta,epsilon,delta_v,Value_High,Value_Low
2.0,0.5,0.3600634006033049,0.7004591239275196,0.3403957233242149
2.0,0.5,0.3823243193563998,0.7082366493816514,0.32591233002525166
2.0,0.5,0.3296387226727927,0.6910657373046931,0.3614270146319003
2.0,0.5,0.3798998546511635,0.725624851936692,0.3457249972855284
2.0,0.5,0.3404002080568047,0.6871426628958845,0.34674245483907973
2.0,0.5,0.35492874793388096,0.6970423143914389,0.3421135664575579
2.0,0.5,0.3452318659136976,0.6798854783321475,0.3346536124184498
2.0,0.5,0.314405204570437,0.6781800274744235,0.36377482290398666
2.0,0.5,0.2959600416474892,0.6608266295025207,0.3648665878550317
2.0,0.6,0.2731399055953687,0.6419832309838163,0.36884332538844744
2.0,0.6,0.2340871381332968,0.6066987510298125,0.37261161289651584
2.0,0.6,0.2673965665908195,0.6455995341858116,0.37820296759499217
2.0,0.6,0.270565475221919,0.6341757336901378,0.36361025846821876
2.0,0.6,0.3041063137820152,0.6660367379753063,0.3619304241932911
2.0,0.6,0.27182975247274355,0.6427565711491671,0.37092681867642346
2.0,0.6,0.2646139276884041,0.639783773188331,0.3751698454999268
2.0,0.6,0.2779162002731095,0.6528026216859746,0.374886421412865
