theta,epsilon,delta_v,Value_High,Value_Low
2.0,0.6,0.21069905864849273,0.6318519740001,0.4211529153516072
2.0,0.6,0.27050282026750255,0.6523805412292524,0.38187772096174993
2.0,0.6,0.17458624373977177,0.6079131295609121,0.4333268858211404
2.0,0.6,0.2672555455934171,0.6429714673885758,0.37571592179515867
2.0,0.6,0.2898291803334719,0.6580927565999801,0.368263576266508
2.0,0.6,0.27000303506245327,0.6603874379684099,0.3903844029059567
2.0,0.6,0.2776635607280607,0.6455537494444543,0.3678901887163935
2.0,0.6,0.19139734142264186,0.5837605635470285,0.39236322212438673
2.0,0.7,0.2935974557730681,0.6694327760004665,0.37583532022739824
2.0,0.7,0.2522191848557891,0.6760210772640545,0.4238018924082656
2.0,0.7,0.2430921676335677,0.6581301782580777,0.41503801062450996
2.0,0.7,0.2409024425668168,0.653715278015358,0.41281283544854136
2.0,0.7,0.2060188038414143,0.5978699390553777,0.3918511352139635
2.0,0.7,0.19466365892769433,0.6329046891247787,0.43824103019708444
2.0,0.7,0.20434526603871744,0.5977729789748863,0.3934277129361689
2.0,0.7,0.21571704024102697,0.6437730352644965,0.4280559950234695
2.0,0.7,0.2619483389358069,0.6400322283848131,0.3780838894490061
2.0,0.7,0.2454593027494105,0.6478116604412181,0.4023523576918074
2.0,0.8,0.15918236401001706,0.5879222359585269,0.4287398719485098
2.0,0.8,0.18473662343251046,0.6024547228280455,0.41771809939553506
2.0,0.8,0.11281186321175461,0.5565010926552407,0.44368922944348604
2.0,0.8,0.29036561714431564,0.6787978541732654,0.38843223702894975
2.0,0.8,0.30301695308789367,0.6818213337632109,0.3788043806753173
2.0,0.8,0.21259140753571765,0.6445979871811949,0.4320065796454773
2.0,0.8,0.20752000353520528,0.6189121267405555,0.41139212320535024
2.0,0.8,0.17662300189882477,0.5907981012377173,0.4141750993388924
2.0,0.8,0.17198157993745672,0.6052580953868832,0.4332765154494265
2.0,0.8,0.18641505586266352,0.6014422199999108,0.4150271641372472
2.0,0.9,0.12355053274784247,0.579600655648008,0.45605012290016544
2.0,0.9,0.22025452543801624,0.6582843448752204,0.43802981943720404
2.0,0.9,0.22781067817733128,0.6610742884167373,0.4332636102394061
2.0,0.9,0.21415719457500568,0.6404321127472997,0.42627491817229396
2.0,0.9,0.15261368984026308,0.5820401115674284,0.42942642172716544
2.0,0.9,0.15226631502489682,0.5950987900932069,0.44283247506830997
2.0,0.9,0.17435772852735693,0.6121381321332944,0.43778040360593756
2.0,0.9,0.18161053578668468,0.6124552476064868,0.4308447118198021
2.0,0.9,0.2370156826301651,0.6623733456336197,0.4253576630034546
2.0,0.9,0.19504294814218937,0.6113868791747509,0.41634393103256145
2.0,1.0,0.2133259937893696,0.6471536183933408,0.43382762460397095
2.0,1.0,0.16434508456813332,0.6136259843351796,0.4492808997670461
2.0,1.0,0.1835376656839137,0.6192920625529165,0.4357543968690029
