sample_id,delta_v,Value_High,Value_Low,LH_Ratio,theta_post,epsilon,p_high,p_low,learning_rate,extinction_rate,delta
129,0.37827201982908704,0.8398343229834282,0.46156230315434116,0.16754449286203632,0.9169852329901925,0.8878696842523512,0.9155375624144746,0.5,0.3633669243817962,0.5934326508505094,0.3431018823628228
130,0.20158263499101606,0.6285985619202015,0.4270159269291855,0.6806845345396331,0.7027249862877067,0.764894942385031,0.8175730887124075,0.5,0.2605893024189666,0.7110346955597051,0.6325157589021009
131,0.19341452359506756,0.6844614710103692,0.49104694741530175,1.6153839997284503,0.5408416648010202,0.8106289662528028,0.7615307634417157,0.5,0.5944644427988605,0.1454216259334743,0.8998180888636115
132,0.4350850895457148,0.7936308727778334,0.3585457832321185,0.34297249213630215,0.7061202178518309,0.39806548225967486,0.8658536863976014,0.5,0.5068909151149305,0.40832364291043055,0.07409524008053758
133,0.7976908475966681,0.9406409461308755,0.14295009853420731,0.02108447350086541,0.8921742036179466,0.04651254497554702,0.9432551665640874,0.5,0.47585877388185616,0.28308738250434495,0.0064577476454704685
134,0.28999728552105075,0.6356516844816233,0.3456543989605726,0.7829576491481814,0.5276585290484919,0.40756297525695295,0.8428065100901782,0.5,0.3439565054895093,0.9491740711670712,0.622270763443297
135,0.47820477884930784,0.8819967664433301,0.40379198759402224,0.7455850692393717,0.4106907021321139,0.15499124812505627,0.9231115415876417,0.5,0.5590703122126873,0.33575271527478556,0.41172635904645694
136,0.3859812721911564,0.8776205919874089,0.49163931979625247,5.82698581411723,0.17473716897236224,0.5641440474786626,0.9995682364984935,0.5,0.16690605583749926,0.14049870925138175,0.3256172253708788
137,0.5467505693402651,0.846315629111378,0.2995650597711129,0.06998847967526081,0.9066920484677949,0.3310028136053018,0.8649071166426556,0.5,0.29083914804446476,0.42120304619604865,0.9450326824884717
138,0.3248231142008141,0.7248824837981528,0.4000593695973387,1.7326642870559286,0.2795233008835185,0.1880992682131124,0.9321933373111893,0.5,0.38913443082709254,0.9581017261196407,0.7608365624745493
139,0.5847796203215012,0.8686809809086207,0.2839013605871194,0.5921941240483036,0.45449361612329275,0.14234864438478212,0.9611304735450192,0.5,0.1433895083483954,0.9694822688278576,0.3872077390984091
140,-0.00788676674468359,0.47756348516496533,0.48545025190964886,44.19286904761905,0.03575449761616745,0.944596753424861,0.903438151905696,0.5,0.3290410413783884,0.9541155020326128,0.3001060907268841
141,0.369190013757318,0.7238074329448458,0.35461741918752776,0.9765711257082078,0.3559296141246143,0.15091028644855986,0.8084068617611737,0.5,0.27426429041976363,0.7856809358520861,0.4628003718962995
