sample_id,delta_v,Value_High,Value_Low,LH_Ratio,theta_post,epsilon,p_high,p_low,learning_rate,extinction_rate
108,0.4345214058456879,0.5791359455916097,0.14461453974592184,0.1392014329035047,0.7238932132515836,0.08566160959014746,0.5992405876149112,0.5,0.36432601352459726,0.7901235478796054
109,-0.2520333774506951,0.14668511200344742,0.39871848945414257,9.285353156260665,0.12530699216590435,0.42087118531240797,0.8404876709693714,0.5,0.017806154370228033,0.018742570388991298
110,0.4017538540199751,0.6760625681725334,0.2743087141525583,0.5527221972916422,0.5734864378873318,0.28882072633293476,0.8362187684326133,0.5,0.5103279065211088,0.8929512919152063
111,0.33300636810600726,0.727619201412954,0.39461283330694674,0.8467637200343144,0.5939010067545889,0.6332378423905037,0.9776402297375848,0.5,0.4488620255849005,0.6445340194063457
112,-0.008776267208817598,0.4201408248840296,0.4289170920928472,1.1720491398202204,0.46227029000654263,0.5900513332818648,0.5024047453533835,0.5,0.25644525627104586,0.3703266965938561
113,0.5864612200755746,0.85962397882818,0.2731627587526054,0.19187769630814544,0.7884065270541968,0.3281075188351529,0.933676512138115,0.5,0.7522893424357401,0.617033898407652
114,0.8422322784659458,0.9293679452722493,0.0871356668063035,0.046936578537428844,0.9753007681696778,0.9099850259309554,0.9449093237663252,0.5,0.043094711628272386,0.03638376425969947
115,0.2656609730465781,0.7635895289205916,0.4979285558740135,0.5129898192317015,0.8082631215533228,0.9783974538943209,0.82945333530251,0.5,0.6372264871334441,0.19014918118289814
116,0.10671916752484996,0.43755129144391375,0.3308321239190638,1.3729909657450472,0.4103572764217098,0.3712148071669761,0.6426641680734734,0.5,0.9380837674902583,0.991714291930053
117,0.40438023601054524,0.8143695015638819,0.40998926555333676,0.8935382101566066,0.5609230116494431,0.5584108151689487,0.9811833412699462,0.5,0.04917930032422091,0.28759564196358833
118,0.03897165317347944,0.41422226347318025,0.37525061029970075,1.477429557886457,0.4033298670774149,0.3926699629952367,0.6097547722951868,0.5,0.7121528016666714,0.7923873890072658
119,0.35437150181667715,0.713325961928801,0.35895446011212395,0.06315371216556707,0.8700923247585794,0.18312302066286246,0.7151247597419145,0.5,0.27561173223103397,0.059720426974334107
120,0.5612180141861025,0.8763686566646021,0.31515064247849955,0.3852072374543127,0.6328894007851799,0.29307696789005355,0.9503615342272868,0.5,0.08389195794668136,0.44925849573621135
121,0.038992095662265296,0.4743933542703981,0.4354012586081327,3.9574029989513555,0.21022236377779824,0.6194502081707578,0.7686347595894886,0.5,0.32337943084026444,0.7477258733056238
122,0.5038831841127452,0.6197955372419358,0.11591235312919057,0.0687121970028698,0.7975982750458557,0.05088225022782589,0.6299579599862075,0.5,0.6422911753106322,0.6713813344744467
